dateiname;Bahnhof;TimeOrder;Deadlock;Postion;Bahnhofslänge
track_16_431;AB_Stop_1;0;0;0;1
track_16_463;AB_Stop_1;0;0;0;1
track_16_47;SDB_Stop_5;0;0;0;1
track_16_495;AB_Stop_1;0;0;0;1
track_16_527;AB_Stop_1;0;0;0;1
track_16_559;AB_Stop_1;0;0;0;1
track_16_591;AB_Stop_1;0;0;0;1
track_16_623;AB_Stop_1;0;0;0;1
track_16_655;AB_Stop_1;0;0;0;1
track_16_687;AB_Stop_1;0;0;0;1
track_16_719;AB_Stop_1;0;0;0;1
track_16_751;AB_Stop_1;0;0;0;1
track_16_783;AB_Stop_1;0;0;0;1
track_16_79;SDB_Stop_5;0;0;0;1
track_16_815;AB_Stop_1;0;0;0;1
track_16_847;AB_Stop_1;0;0;0;1
track_16_879;AB_Stop_1;0;0;0;1
track_16_911;AB_Stop_1;0;0;0;1
track_16_943;AB_Stop_1;0;0;0;1
track_16_975;AB_Stop_1;0;0;0;1
track_1_0;AR_Stop_2;0;0;0;2
track_1_1024;KD_Stop_7;0;0;0;1
track_1_1056;KD_Stop_7;0;0;0;1
track_1_1088;KD_Stop_7;0;0;0;1
track_1_1120;KD_Stop_7;0;0;0;1
track_1_1152;KD_Stop_7;0;0;0;1
track_1_1184;KD_Stop_7;0;0;0;1
track_1_1216;KD_Stop_7;0;0;0;1
track_1_1248;KD_Stop_7;0;0;0;1
track_1_128;AR_Stop_2;0;0;0;2
track_1_1280;KD_Stop_7;0;0;0;1
track_1_1312;KD_Stop_7;0;0;0;1
track_1_1344;KD_Stop_7;0;0;0;1
track_1_1376;KD_Stop_7;0;0;0;1
track_1_160;AR_Stop_2;0;0;0;2
track_1_192;AR_Stop_2;0;0;0;2
track_1_224;AR_Stop_2;0;0;0;2
track_1_256;AR_Stop_2;0;0;0;2
track_1_288;AR_Stop_2;0;0;0;2
track_1_32;AR_Stop_2;0;0;0;2
track_1_320;AR_Stop_2;0;0;0;2
track_1_352;AR_Stop_2;0;0;0;2
track_1_384;KD_Stop_7;0;0;0;1
track_1_416;KD_Stop_7;0;0;0;1
track_1_448;KD_Stop_7;0;0;0;1
track_1_480;KD_Stop_7;0;0;0;1
track_1_512;KD_Stop_7;0;0;0;1
track_1_544;KD_Stop_7;0;0;0;1
track_1_576;KD_Stop_7;0;0;0;1
track_1_608;KD_Stop_7;0;0;0;1
track_1_64;AR_Stop_2;0;0;0;2
track_1_640;KD_Stop_7;0;0;0;1
track_1_672;KD_Stop_7;0;0;0;1
track_1_704;KD_Stop_7;0;0;0;1
track_1_736;KD_Stop_7;0;0;0;1
track_1_768;KD_Stop_7;0;0;0;1
track_1_800;KD_Stop_7;0;0;0;1
track_1_832;KD_Stop_7;0;0;0;1
track_1_864;KD_Stop_7;0;0;0;1
track_1_896;KD_Stop_7;0;0;0;1
track_1_928;KD_Stop_7;0;0;0;1
track_1_96;AR_Stop_2;0;0;0;2
track_1_960;KD_Stop_7;0;0;0;1
track_1_992;KD_Stop_7;0;0;0;1
track_2_1;FA_Stop_4;0;2;1;4
track_2_1025;FA_Stop_4;0;2;1;4
track_2_1057;FA_Stop_4;0;2;1;4
track_2_1089;FA_Stop_4;0;2;1;4
track_2_1121;FA_Stop_4;0;2;1;4
track_2_1153;FA_Stop_4;0;2;1;4
track_2_1185;FA_Stop_4;0;2;1;4
track_2_1217;FA_Stop_4;0;2;1;4
track_2_1249;FA_Stop_4;0;2;1;4
track_2_1281;FA_Stop_4;0;2;1;4
track_2_129;FA_Stop_4;0;2;1;4
track_2_1313;FA_Stop_4;0;2;1;4
track_2_1345;FA_Stop_4;0;2;1;4
track_2_1377;FA_Stop_4;0;2;1;4
track_2_161;FA_Stop_4;0;2;1;4
track_2_193;FA_Stop_4;0;2;1;4
track_2_225;FA_Stop_4;0;2;1;4
track_2_257;FA_Stop_4;0;2;1;4
track_2_289;FA_Stop_4;0;2;1;4
track_2_321;FA_Stop_4;0;2;1;4
track_2_33;FA_Stop_4;0;2;1;4
track_2_353;FA_Stop_4;0;2;1;4
track_2_385;FA_Stop_4;0;2;1;4
track_2_417;FA_Stop_4;0;2;1;4
track_2_449;FA_Stop_4;0;2;1;4
track_2_481;FA_Stop_4;0;2;1;4
track_2_513;FA_Stop_4;0;2;1;4
track_2_545;FA_Stop_4;0;2;1;4
track_2_577;FA_Stop_4;0;2;1;4
track_2_609;FA_Stop_4;0;2;1;4
track_2_641;FA_Stop_4;0;2;1;4
track_2_65;FA_Stop_4;0;2;1;4
track_2_673;FA_Stop_4;0;2;1;4
track_2_705;FA_Stop_4;0;2;1;4
track_2_737;FA_Stop_4;0;2;1;4
track_2_769;FA_Stop_4;0;2;1;4
track_2_801;FA_Stop_4;0;2;1;4
track_2_833;FA_Stop_4;0;2;1;4
track_2_865;FA_Stop_4;0;2;1;4
track_2_897;FA_Stop_4;0;2;1;4
track_2_929;FA_Stop_4;0;2;1;4
track_2_961;FA_Stop_4;0;2;1;4
track_2_97;FA_Stop_4;0;2;1;4
track_2_993;FA_Stop_4;0;2;1;4
track_3_1026;OD_Stop_6;0;0;0;3
track_3_1058;OD_Stop_6;0;0;0;3
track_3_1090;OD_Stop_6;0;0;0;3
track_3_1122;OD_Stop_6;0;0;0;3
track_3_1154;OD_Stop_6;0;0;0;3
track_3_1186;OD_Stop_6;0;0;0;3
track_3_1218;OD_Stop_6;0;0;0;3
track_3_1250;OD_Stop_6;0;0;0;3
track_3_1282;OD_Stop_6;0;0;0;3
track_3_130;OD_Stop_6;0;0;0;3
track_3_1314;OD_Stop_6;0;0;0;3
track_3_1346;OD_Stop_6;0;0;0;3
track_3_1378;OD_Stop_6;0;0;0;3
track_3_162;OD_Stop_6;0;0;0;3
track_3_194;OD_Stop_6;0;0;0;3
track_3_2;OD_Stop_6;0;0;0;3
track_3_226;OD_Stop_6;0;0;0;3
track_3_258;OD_Stop_6;0;0;0;3
track_3_290;OD_Stop_6;0;0;0;3
track_3_322;OD_Stop_6;0;0;0;3
track_3_34;OD_Stop_6;0;0;0;3
track_3_354;OD_Stop_6;0;0;0;3
track_3_386;OD_Stop_6;0;0;0;3
track_3_418;OD_Stop_6;0;0;0;3
track_3_450;OD_Stop_6;0;0;0;3
track_3_482;OD_Stop_6;0;0;0;3
track_3_514;OD_Stop_6;0;0;0;3
track_3_546;OD_Stop_6;0;0;0;3
track_3_578;OD_Stop_6;0;0;0;3
track_3_610;OD_Stop_6;0;0;0;3
track_3_642;OD_Stop_6;0;0;0;3
track_3_66;OD_Stop_6;0;0;0;3
track_3_674;OD_Stop_6;0;0;0;3
track_3_706;OD_Stop_6;0;0;0;3
track_3_738;OD_Stop_6;0;0;0;3
track_3_770;OD_Stop_6;0;0;0;3
track_3_802;OD_Stop_6;0;0;0;3
track_3_834;OD_Stop_6;0;0;0;3
track_3_866;OD_Stop_6;0;0;0;3
track_3_898;OD_Stop_6;0;0;0;3
track_3_930;OD_Stop_6;0;0;0;3
track_3_962;OD_Stop_6;0;0;0;3
track_3_98;OD_Stop_6;0;0;0;3
track_3_994;OD_Stop_6;0;0;0;3
track_4_1027;KH_Stop_8;18;0;1;3
track_4_1059;KH_Stop_8;18;0;1;3
track_4_1091;KH_Stop_8;18;0;1;3
track_4_1123;KH_Stop_8;18;0;1;3
track_4_1155;KH_Stop_8;18;0;1;3
track_4_1187;KH_Stop_8;18;0;1;3
track_4_1219;KH_Stop_8;18;0;1;3
track_4_1251;KH_Stop_8;18;0;1;3
track_4_1283;KH_Stop_8;18;0;1;3
track_4_131;KH_Stop_8;18;0;1;3
track_4_1315;KH_Stop_8;18;0;1;3
track_4_1347;KH_Stop_8;18;0;1;3
track_4_1379;KH_Stop_8;18;0;1;3
track_4_163;KH_Stop_8;18;0;1;3
track_4_195;KH_Stop_8;18;0;1;3
track_4_227;KH_Stop_8;18;0;1;3
track_4_259;KH_Stop_8;18;0;1;3
track_4_291;KH_Stop_8;18;0;1;3
track_4_3;KH_Stop_8;18;0;1;3
track_4_323;KH_Stop_8;18;0;1;3
track_4_35;KH_Stop_8;18;0;1;3
track_4_355;KH_Stop_8;18;0;1;3
track_4_387;KH_Stop_8;0;0;0;3
track_4_419;KH_Stop_8;0;0;0;3
track_4_451;KH_Stop_8;0;0;0;3
track_4_483;KH_Stop_8;0;0;0;3
track_4_515;KH_Stop_8;0;0;0;3
track_4_547;KH_Stop_8;18;0;1;3
track_4_579;KH_Stop_8;18;0;0;3
track_4_611;KH_Stop_8;18;0;0;3
track_4_643;KH_Stop_8;18;0;0;3
track_4_67;KH_Stop_8;18;0;1;3
track_4_675;KH_Stop_8;18;0;0;3
track_4_707;KH_Stop_8;18;0;0;3
track_4_739;KH_Stop_8;18;0;0;3
track_4_771;KH_Stop_8;18;0;0;3
track_4_803;KH_Stop_8;18;0;0;3
track_4_835;KH_Stop_8;18;0;1;3
track_4_867;KH_Stop_8;18;0;1;3
track_4_899;KH_Stop_8;18;0;1;3
track_4_931;KH_Stop_8;18;0;1;3
track_4_963;KH_Stop_8;18;0;1;3
track_4_99;KH_Stop_8;18;0;1;3
track_4_995;KH_Stop_8;18;0;1;3
track_5_100;CPH_Stop_3;0;0;1;2
track_5_1028;CPH_Stop_3;0;0;1;2
track_5_1060;CPH_Stop_3;0;0;1;2
track_5_1092;CPH_Stop_3;0;0;1;2
track_5_1124;CPH_Stop_3;0;0;1;2
track_5_1156;CPH_Stop_3;0;0;1;2
track_5_1188;CPH_Stop_3;0;0;1;2
track_5_1220;CPH_Stop_3;0;0;1;2
track_5_1252;CPH_Stop_3;0;0;1;2
track_5_1284;CPH_Stop_3;0;0;1;2
track_5_1316;CPH_Stop_3;0;0;1;2
track_5_132;CPH_Stop_3;0;0;1;2
track_5_1348;CPH_Stop_3;0;0;1;2
track_5_1380;CPH_Stop_3;0;0;1;2
track_5_164;CPH_Stop_3;0;0;1;2
track_5_196;CPH_Stop_3;0;0;1;2
track_5_228;CPH_Stop_3;0;0;1;2
track_5_260;CPH_Stop_3;0;0;1;2
track_5_292;CPH_Stop_3;0;0;1;2
track_5_324;CPH_Stop_3;0;0;1;2
track_5_356;CPH_Stop_3;0;0;1;2
track_5_36;CPH_Stop_3;0;0;1;2
track_5_388;CPH_Stop_3;0;0;1;2
track_5_4;CPH_Stop_3;0;0;1;2
track_5_420;CPH_Stop_3;0;0;1;2
track_5_452;CPH_Stop_3;0;0;1;2
track_5_484;CPH_Stop_3;0;0;1;2
track_5_516;CPH_Stop_3;0;0;1;2
track_5_548;CPH_Stop_3;0;0;1;2
track_5_580;CPH_Stop_3;0;0;1;2
track_5_612;CPH_Stop_3;0;0;1;2
track_5_644;CPH_Stop_3;0;0;1;2
